ID	mz	accession	name	expMass	calcMass	delta	adduct	adductFromExp	charge	chemical_formula
23	89.0241041935826	C02154	Glyceraldehyde	90.0313801935826	90.0317	-3.5521534903192418	[M-H]-	0	-1.0	C3H6O3
23	89.0241041935826	C02426	L-Glyceraldehyde	90.0313801935826	90.0317	-3.5521534903192418	[M-H]-	0	-1.0	C3H6O3
24	89.0246380240756	C00184	Glycerone	90.0319140240756	90.0317	2.3772079790056977	[M-H]-	0	-1.0	C3H6O3
24	89.0246380240756	C00186	(S)-Lactate	90.0319140240756	90.0317	2.3772079790056977	[M-H]-	0	-1.0	C3H6O3
24	89.0246380240756	C00256	(R)-Lactate	90.0319140240756	90.0317	2.3772079790056977	[M-H]-	0	-1.0	C3H6O3
24	89.0246380240756	C00577	D-Glyceraldehyde	90.0319140240756	90.0317	2.3772079790056977	[M-H]-	0	-1.0	C3H6O3
24	89.0246380240756	C01013	3-Hydroxypropanoate	90.0319140240756	90.0317	2.3772079790056977	[M-H]-	0	-1.0	C3H6O3
24	89.0246380240756	C01432	Lactate	90.0319140240756	90.0317	2.3772079790056977	[M-H]-	0	-1.0	C3H6O3
24	89.0246380240756	C02154	Glyceraldehyde	90.0319140240756	90.0317	2.3772079790056977	[M-H]-	0	-1.0	C3H6O3
24	89.0246380240756	C02426	L-Glyceraldehyde	90.0319140240756	90.0317	2.3772079790056977	[M-H]-	0	-1.0	C3H6O3
27	93.0344850188077	C00146	Phenol	94.0417610188077	94.0419	-1.4778645719980765	[M-H]-	0	-1.0	C6H6O
27	93.0344850188077	C01782	Arene_oxide	94.0417610188077	94.0419	-1.4778645719980765	[M-H]-	0	-1.0	C6H6O
27	93.0344850188077	C15584	Phenol	94.0417610188077	94.0419	-1.4778645719980765	[M-H]-	0	-1.0	C6H6O
28	93.0341642287842	C00146	Phenol	94.04144022878421	94.0419	-4.889003899192182	[M-H]-	0	-1.0	C6H6O
28	93.0341642287842	C01782	Arene_oxide	94.04144022878421	94.0419	-4.889003899192182	[M-H]-	0	-1.0	C6H6O
28	93.0341642287842	C15584	Phenol	94.04144022878421	94.0419	-4.889003899192182	[M-H]-	0	-1.0	C6H6O
29	93.0341699380318	C00146	Phenol	94.0414459380318	94.0419	-4.828294283707274	[M-H]-	0	-1.0	C6H6O
29	93.0341699380318	C01782	Arene_oxide	94.0414459380318	94.0419	-4.828294283707274	[M-H]-	0	-1.0	C6H6O
29	93.0341699380318	C15584	Phenol	94.0414459380318	94.0419	-4.828294283707274	[M-H]-	0	-1.0	C6H6O
30	93.0343499723948	C00146	Phenol	94.04162597239481	94.0419	-2.913888438947837	[M-H]-	0	-1.0	C6H6O
30	93.0343499723948	C01782	Arene_oxide	94.04162597239481	94.0419	-2.913888438947837	[M-H]-	0	-1.0	C6H6O
30	93.0343499723948	C15584	Phenol	94.04162597239481	94.0419	-2.913888438947837	[M-H]-	0	-1.0	C6H6O
34	96.9598480985371	C00059	Sulfate	97.9671240985371	97.9674	-2.8162578867995047	[M-H]-	0	-1.0	H2SO4
35	96.9599020669529	C00059	Sulfate	97.96717806695291	97.9674	-2.265376513886342	[M-H]-	0	-1.0	H2SO4
36	98.9391515633697	C08129	Calcium_carbonate	99.94642756336971	99.9473	-8.728966468214505	[M-H]-	0	-1.0	CaCO3
37	98.9392391726024	C08129	Calcium_carbonate	99.9465151726024	99.9473	-7.852412197180138	[M-H]-	0	-1.0	CaCO3
39	99.0084487510007	C19524	Succinic_anhydride	100.0157247510007	100.016	-2.75204966506784	[M-H]-	0	-1.0	C4H4O3
40	99.0447558538499	C02240	5-Valerolactone	100.05203185384991	100.0524	-3.679533425431244	[M-H]-	0	-1.0	C5H8O2
40	99.0447558538499	C08279	Tiglic_acid	100.05203185384991	100.0524	-3.679533425431244	[M-H]-	0	-1.0	C5H8O2
40	99.0447558538499	C12518	Glutaral	100.05203185384991	100.0524	-3.679533425431244	[M-H]-	0	-1.0	C5H8O2
40	99.0447558538499	C14527	Methyl_methacrylate	100.05203185384991	100.0524	-3.679533425431244	[M-H]-	0	-1.0	C5H8O2
40	99.0447558538499	C15499	Pentane-2,4-dione	100.05203185384991	100.0524	-3.679533425431244	[M-H]-	0	-1.0	C5H8O2
40	99.0447558538499	C19238	Ethyl_acrylate	100.05203185384991	100.0524	-3.679533425431244	[M-H]-	0	-1.0	C5H8O2
40	99.0447558538499	C17512	N-Methylanthranilamide	150.07804778077488	150.0793	-8.343717122270158	[2M-3H]3-	0	-3.0	C8H10N2O
40	99.0447558538499	C19680	N,N-Dimethyl-4-nitrosoaniline	150.07804778077488	150.0793	-8.343717122270158	[2M-3H]3-	0	-3.0	C8H10N2O
42	99.9260602880344	C06790	Trichloroethene	129.9133165760688	129.9144	-8.339521494090521	[M+2Cl]2-	0	-2.0	C2HCl3
45	100.04008010192	C01234	1-Aminocyclopropane-1-carboxylate	101.04735610192	101.0477	-3.403324172684025	[M-H]-	0	-1.0	C4H7NO2
45	100.04008010192	C02926	Homoserine_lactone	101.04735610192	101.0477	-3.403324172684025	[M-H]-	0	-1.0	C4H7NO2
45	100.04008010192	C07509	Diacetylmonoxime	101.04735610192	101.0477	-3.403324172684025	[M-H]-	0	-1.0	C4H7NO2
45	100.04008010192	C08267	L-Azetidine_2-carboxylic_acid	101.04735610192	101.0477	-3.403324172684025	[M-H]-	0	-1.0	C4H7NO2
45	100.04008010192	C11106	3-Oxobutanamide	101.04735610192	101.0477	-3.403324172684025	[M-H]-	0	-1.0	C4H7NO2
45	100.04008010192	C17234	2-Aminobut-2-enoate	101.04735610192	101.0477	-3.403324172684025	[M-H]-	0	-1.0	C4H7NO2
45	100.04008010192	C19456	N-Methylolacrylamide	101.04735610192	101.0477	-3.403324172684025	[M-H]-	0	-1.0	C4H7NO2
45	100.04008010192	C19777	L-Homoserine_lactone	101.04735610192	101.0477	-3.403324172684025	[M-H]-	0	-1.0	C4H7NO2
45	100.04008010192	C20905	2-Iminobutanoate	101.04735610192	101.0477	-3.403324172684025	[M-H]-	0	-1.0	C4H7NO2
45	100.04008010192	C02648	4-Hydroxy-2-butynal	84.02080910192	84.0211	-3.4622027087248086	[M-2H+NH4]-	0	-1.0	C4H4O2
45	100.04008010192	C06144	3-Butynoate	84.02080910192	84.0211	-3.4622027087248086	[M-2H+NH4]-	0	-1.0	C4H4O2
45	100.04008010192	C17601	2(5H)-Furanone	84.02080910192	84.0211	-3.4622027087248086	[M-2H+NH4]-	0	-1.0	C4H4O2
45	100.04008010192	C17602	2(3H)-Furanone	84.02080910192	84.0211	-3.4622027087248086	[M-2H+NH4]-	0	-1.0	C4H4O2
47	100.933786611163	C18246	1,1,1-Trichloroethane	131.928769222326	131.93	-9.329020495794298	[M+2Cl]2-	0	-2.0	C2H3Cl3
47	100.933786611163	C19536	1,1,2-Trichloroethane	131.928769222326	131.93	-9.329020495794298	[M+2Cl]2-	0	-2.0	C2H3Cl3
48	100.933767647727	C18246	1,1,1-Trichloroethane	131.92873129545399	131.93	-9.616497733806765	[M+2Cl]2-	0	-2.0	C2H3Cl3
48	100.933767647727	C19536	1,1,2-Trichloroethane	131.92873129545399	131.93	-9.616497733806765	[M+2Cl]2-	0	-2.0	C2H3Cl3
49	100.933800582251	C18246	1,1,1-Trichloroethane	131.928797164502	131.93	-9.11722502857765	[M+2Cl]2-	0	-2.0	C2H3Cl3
49	100.933800582251	C19536	1,1,2-Trichloroethane	131.928797164502	131.93	-9.11722502857765	[M+2Cl]2-	0	-2.0	C2H3Cl3
50	101.024079519773	C00109	2-Oxobutanoate	102.031355519773	102.0317	-3.376207855006059	[M-H]-	0	-1.0	C4H6O3
50	101.024079519773	C00164	Acetoacetate	102.031355519773	102.0317	-3.376207855006059	[M-H]-	0	-1.0	C4H6O3
50	101.024079519773	C00232	Succinate_semialdehyde	102.031355519773	102.0317	-3.376207855006059	[M-H]-	0	-1.0	C4H6O3
50	101.024079519773	C00349	2-Methyl-3-oxopropanoate	102.031355519773	102.0317	-3.376207855006059	[M-H]-	0	-1.0	C4H6O3
50	101.024079519773	C06002	(S)-Methylmalonate_semialdehyde	102.031355519773	102.0317	-3.376207855006059	[M-H]-	0	-1.0	C4H6O3
50	101.024079519773	C21030	(R)-Methylmalonate_semialdehyde	102.031355519773	102.0317	-3.376207855006059	[M-H]-	0	-1.0	C4H6O3
51	101.024116670545	C00109	2-Oxobutanoate	102.031392670545	102.0317	-3.012097759792148	[M-H]-	0	-1.0	C4H6O3
51	101.024116670545	C00164	Acetoacetate	102.031392670545	102.0317	-3.012097759792148	[M-H]-	0	-1.0	C4H6O3
51	101.024116670545	C00232	Succinate_semialdehyde	102.031392670545	102.0317	-3.012097759792148	[M-H]-	0	-1.0	C4H6O3
51	101.024116670545	C00349	2-Methyl-3-oxopropanoate	102.031392670545	102.0317	-3.012097759792148	[M-H]-	0	-1.0	C4H6O3
51	101.024116670545	C06002	(S)-Methylmalonate_semialdehyde	102.031392670545	102.0317	-3.012097759792148	[M-H]-	0	-1.0	C4H6O3
51	101.024116670545	C21030	(R)-Methylmalonate_semialdehyde	102.031392670545	102.0317	-3.012097759792148	[M-H]-	0	-1.0	C4H6O3
60	103.003028588472	C00168	Hydroxypyruvate	104.01030458847201	104.011	-6.68594214059433	[M-H]-	0	-1.0	C3H4O4
60	103.003028588472	C00383	Malonate	104.01030458847201	104.011	-6.68594214059433	[M-H]-	0	-1.0	C3H4O4
60	103.003028588472	C01146	2-Hydroxy-3-oxopropanoate	104.01030458847201	104.011	-6.68594214059433	[M-H]-	0	-1.0	C3H4O4
62	104.035076209904	C00065	L-Serine	105.04235220990401	105.0426	-2.3589486168772607	[M-H]-	0	-1.0	C3H7NO3
62	104.035076209904	C00716	Serine	105.04235220990401	105.0426	-2.3589486168772607	[M-H]-	0	-1.0	C3H7NO3
62	104.035076209904	C00740	D-Serine	105.04235220990401	105.0426	-2.3589486168772607	[M-H]-	0	-1.0	C3H7NO3
62	104.035076209904	C00022	Pyruvate	88.015805209904	88.016	-2.213121432504506	[M-2H+NH4]-	0	-1.0	C3H4O3
62	104.035076209904	C00222	3-Oxopropanoate	88.015805209904	88.016	-2.213121432504506	[M-2H+NH4]-	0	-1.0	C3H4O3
62	104.035076209904	C12069	3-Hydroxypropenoate	88.015805209904	88.016	-2.213121432504506	[M-2H+NH4]-	0	-1.0	C3H4O3
62	104.035076209904	C20363	Ethylene_carbonate	88.015805209904	88.016	-2.213121432504506	[M-2H+NH4]-	0	-1.0	C3H4O3
63	108.021201798295	C02389	p-Benzosemiquinone	109.028477798295	109.029	-4.789567041759077	[M-H]-	0	-1.0	C6H5O2
63	108.021201798295	C05060	o-Benzosemiquinone	109.028477798295	109.029	-4.789567041759077	[M-H]-	0	-1.0	C6H5O2
65	109.039885357893	C02560	N-Acetylimidazole	110.047161357893	110.048	-7.620693760891404	[M-H]-	0	-1.0	C5H6N2O
65	109.039885357893	C05130	Imidazole-4-acetaldehyde	110.047161357893	110.048	-7.620693760891404	[M-H]-	0	-1.0	C5H6N2O
67	111.008339891969	C01546	2-Furoate	112.015615891969	112.016	-3.42904612733575	[M-H]-	0	-1.0	C5H4O3
68	111.008372552949	C01546	2-Furoate	112.015648552949	112.016	-3.137471887968248	[M-H]-	0	-1.0	C5H4O3
69	111.008336234444	C01546	2-Furoate	112.015612234444	112.016	-3.4616979359997986	[M-H]-	0	-1.0	C5H4O3
74	113.035179525722	C00429	5,6-Dihydrouracil	114.042455525722	114.0429	-3.8974305107823195	[M-H]-	0	-1.0	C4H6N2O2
74	113.035179525722	C02512	3-Cyano-L-alanine	114.042455525722	114.0429	-3.8974305107823195	[M-H]-	0	-1.0	C4H6N2O2
74	113.035179525722	C02565	N-Methylhydantoin	114.042455525722	114.0429	-3.8974305107823195	[M-H]-	0	-1.0	C4H6N2O2
74	113.035179525722	C02777	2,5-Dioxopiperazine	114.042455525722	114.0429	-3.8974305107823195	[M-H]-	0	-1.0	C4H6N2O2
74	113.035179525722	C08311	Muscimol	114.042455525722	114.0429	-3.8974305107823195	[M-H]-	0	-1.0	C4H6N2O2
74	113.035179525722	C07272	Maleimide	97.015908525722	97.0164	-5.06588863333757	[M-2H+NH4]-	0	-1.0	C4H3NO2
74	113.035179525722	C07203	Metronidazole	171.063683288583	171.0644	-4.189716954543466	[2M-3H]3-	0	-3.0	C6H9N3O3
75	113.060229594012	C01147	2-Hydroxycyclohexan-1-one	114.067505594012	114.0681	-5.210974742250795	[M-H]-	0	-1.0	C6H10O2
75	113.060229594012	C01880	epsilon-Caprolactone	114.067505594012	114.0681	-5.210974742250795	[M-H]-	0	-1.0	C6H10O2
75	113.060229594012	C03228	3-Hydroxycyclohexanone	114.067505594012	114.0681	-5.210974742250795	[M-H]-	0	-1.0	C6H10O2
79	113.988833189159	C06752	1,2-Dichloroethane	97.96956218915899	97.969	5.738439292002513	[M-2H+NH4]-	0	-1.0	C2H4Cl2
79	113.988833189159	C18247	1,1-Dichloroethane	97.96956218915899	97.969	5.738439292002513	[M-2H+NH4]-	0	-1.0	C2H4Cl2
80	114.019161501714	C01596	Maleamate	115.026437501714	115.0269	-4.020783712314084	[M-H]-	0	-1.0	C4H5NO3
80	114.019161501714	C20592	Moniliformin	97.99989050171399	98.0004	-5.198940881947574	[M-2H+NH4]-	0	-1.0	C4H2O3
81	114.018616053824	C01596	Maleamate	115.02589205382401	115.0269	-8.762699646679602	[M-H]-	0	-1.0	C4H5NO3
83	114.988276850578	C00322	2-Oxoadipate	160.037749701156	160.0372	3.4348336261170758	[M+2Cl]2-	0	-2.0	C6H8O5
83	114.988276850578	C00846	3-Oxoadipate	160.037749701156	160.0372	3.4348336261170758	[M+2Cl]2-	0	-2.0	C6H8O5
83	114.988276850578	C04287	3D-3,5/4-Trihydroxycyclohexane-1,2-dione	160.037749701156	160.0372	3.4348336261170758	[M+2Cl]2-	0	-2.0	C6H8O5
83	114.988276850578	C06891	D-2,3-Diketo_4-deoxy-epi-inositol	160.037749701156	160.0372	3.4348336261170758	[M+2Cl]2-	0	-2.0	C6H8O5
83	114.988276850578	C16159	2-Formylglutarate	160.037749701156	160.0372	3.4348336261170758	[M+2Cl]2-	0	-2.0	C6H8O5
83	114.988276850578	C20781	2,4-Diketo-3-deoxy-L-fuconate	160.037749701156	160.0372	3.4348336261170758	[M+2Cl]2-	0	-2.0	C6H8O5
84	115.003123502031	C00122	Fumarate	116.010399502031	116.011	-5.176215781168069	[M-H]-	0	-1.0	C4H4O4
