ID	mz	accession	name	expMass	calcMass	delta	adduct	adductFromExp	charge	chemical_formula
118	101.07037741615	C19285	N-Nitrosopyrrolidine	100.06310141614999	100.0637	-5.982027948263577	[M+H]+	0	1.0	C4H8N2O
119	101.09521654366	C00854	Cyclohexanol	100.08794054366	100.0888	-8.586938198974321	[M+H]+	0	1.0	C6H12O
119	101.09521654366	C02373	4-Methylpentanal	100.08794054366	100.0888	-8.586938198974321	[M+H]+	0	1.0	C6H12O
119	101.09521654366	C02893	Unsaturated_alcohol	100.08794054366	100.0888	-8.586938198974321	[M+H]+	0	1.0	C6H12O
119	101.09521654366	C08492	3-Hexenol	100.08794054366	100.0888	-8.586938198974321	[M+H]+	0	1.0	C6H12O
119	101.09521654366	C19263	Methyl_isobutyl_ketone	100.08794054366	100.0888	-8.586938198974321	[M+H]+	0	1.0	C6H12O
124	102.054512902042	C01234	1-Aminocyclopropane-1-carboxylate	101.047236902042	101.0477	-4.582963867601686	[M+H]+	0	1.0	C4H7NO2
124	102.054512902042	C02926	Homoserine_lactone	101.047236902042	101.0477	-4.582963867601686	[M+H]+	0	1.0	C4H7NO2
124	102.054512902042	C07509	Diacetylmonoxime	101.047236902042	101.0477	-4.582963867601686	[M+H]+	0	1.0	C4H7NO2
124	102.054512902042	C08267	L-Azetidine_2-carboxylic_acid	101.047236902042	101.0477	-4.582963867601686	[M+H]+	0	1.0	C4H7NO2
124	102.054512902042	C11106	3-Oxobutanamide	101.047236902042	101.0477	-4.582963867601686	[M+H]+	0	1.0	C4H7NO2
124	102.054512902042	C17234	2-Aminobut-2-enoate	101.047236902042	101.0477	-4.582963867601686	[M+H]+	0	1.0	C4H7NO2
124	102.054512902042	C19456	N-Methylolacrylamide	101.047236902042	101.0477	-4.582963867601686	[M+H]+	0	1.0	C4H7NO2
124	102.054512902042	C19777	L-Homoserine_lactone	101.047236902042	101.0477	-4.582963867601686	[M+H]+	0	1.0	C4H7NO2
124	102.054512902042	C20905	2-Iminobutanoate	101.047236902042	101.0477	-4.582963867601686	[M+H]+	0	1.0	C4H7NO2
124	102.054512902042	C02648	4-Hydroxy-2-butynal	84.02068990204201	84.0211	-4.880892513856144	[M+NH4]+	0	1.0	C4H4O2
124	102.054512902042	C06144	3-Butynoate	84.02068990204201	84.0211	-4.880892513856144	[M+NH4]+	0	1.0	C4H4O2
124	102.054512902042	C17601	2(5H)-Furanone	84.02068990204201	84.0211	-4.880892513856144	[M+NH4]+	0	1.0	C4H4O2
124	102.054512902042	C17602	2(3H)-Furanone	84.02068990204201	84.0211	-4.880892513856144	[M+NH4]+	0	1.0	C4H4O2
129	104.106875261298	C01390	Prenol	86.073052261298	86.0732	-1.7164309215582612	[M+NH4]+	0	1.0	C5H10O
129	104.106875261298	C01949	Pentan-2-one	86.073052261298	86.0732	-1.7164309215582612	[M+NH4]+	0	1.0	C5H10O
129	104.106875261298	C02020	Cyclopentanol	86.073052261298	86.0732	-1.7164309215582612	[M+NH4]+	0	1.0	C5H10O
129	104.106875261298	C02223	2-Methylbutanal	86.073052261298	86.0732	-1.7164309215582612	[M+NH4]+	0	1.0	C5H10O
129	104.106875261298	C07329	3-Methylbutanal	86.073052261298	86.0732	-1.7164309215582612	[M+NH4]+	0	1.0	C5H10O
129	104.106875261298	C21402	Isoprenyl_alcohol	86.073052261298	86.0732	-1.7164309215582612	[M+NH4]+	0	1.0	C5H10O
130	104.106686048278	C01390	Prenol	86.072863048278	86.0732	-3.9147112226000265	[M+NH4]+	0	1.0	C5H10O
130	104.106686048278	C01949	Pentan-2-one	86.072863048278	86.0732	-3.9147112226000265	[M+NH4]+	0	1.0	C5H10O
130	104.106686048278	C02020	Cyclopentanol	86.072863048278	86.0732	-3.9147112226000265	[M+NH4]+	0	1.0	C5H10O
130	104.106686048278	C02223	2-Methylbutanal	86.072863048278	86.0732	-3.9147112226000265	[M+NH4]+	0	1.0	C5H10O
130	104.106686048278	C07329	3-Methylbutanal	86.072863048278	86.0732	-3.9147112226000265	[M+NH4]+	0	1.0	C5H10O
130	104.106686048278	C21402	Isoprenyl_alcohol	86.072863048278	86.0732	-3.9147112226000265	[M+NH4]+	0	1.0	C5H10O
131	104.106487071068	C01390	Prenol	86.072664071068	86.0732	-6.226432060101166	[M+NH4]+	0	1.0	C5H10O
131	104.106487071068	C01949	Pentan-2-one	86.072664071068	86.0732	-6.226432060101166	[M+NH4]+	0	1.0	C5H10O
131	104.106487071068	C02020	Cyclopentanol	86.072664071068	86.0732	-6.226432060101166	[M+NH4]+	0	1.0	C5H10O
131	104.106487071068	C02223	2-Methylbutanal	86.072664071068	86.0732	-6.226432060101166	[M+NH4]+	0	1.0	C5H10O
131	104.106487071068	C07329	3-Methylbutanal	86.072664071068	86.0732	-6.226432060101166	[M+NH4]+	0	1.0	C5H10O
131	104.106487071068	C21402	Isoprenyl_alcohol	86.072664071068	86.0732	-6.226432060101166	[M+NH4]+	0	1.0	C5H10O
133	105.055395709427	C00989	4-Hydroxybutanoic_acid	104.048119709427	104.0473	7.878238329987625	[M+H]+	0	1.0	C4H8O3
133	105.055395709427	C01089	(R)-3-Hydroxybutanoate	104.048119709427	104.0473	7.878238329987625	[M+H]+	0	1.0	C4H8O3
133	105.055395709427	C01188	3-Hydroxy-2-methylpropanoate	104.048119709427	104.0473	7.878238329987625	[M+H]+	0	1.0	C4H8O3
133	105.055395709427	C01991	4-Hydroxyacid	104.048119709427	104.0473	7.878238329987625	[M+H]+	0	1.0	C4H8O3
133	105.055395709427	C03197	(S)-3-Hydroxybutanoate	104.048119709427	104.0473	7.878238329987625	[M+H]+	0	1.0	C4H8O3
133	105.055395709427	C05984	2-Hydroxybutanoic_acid	104.048119709427	104.0473	7.878238329987625	[M+H]+	0	1.0	C4H8O3
133	105.055395709427	C06001	(S)-3-Hydroxyisobutyrate	104.048119709427	104.0473	7.878238329987625	[M+H]+	0	1.0	C4H8O3
133	105.055395709427	C14601	Methyl_methoxyacetate	104.048119709427	104.0473	7.878238329987625	[M+H]+	0	1.0	C4H8O3
133	105.055395709427	C21297	2-Hydroxy-2-methylpropanoate	104.048119709427	104.0473	7.878238329987625	[M+H]+	0	1.0	C4H8O3
134	105.069601893342	C07083	Styrene	104.06232589334199	104.0626	-2.6340554436600594	[M+H]+	0	1.0	C8H8
137	106.049135636652	C00065	L-Serine	105.04185963665199	105.0426	-7.048219941252245	[M+H]+	0	1.0	C3H7NO3
137	106.049135636652	C00716	Serine	105.04185963665199	105.0426	-7.048219941252245	[M+H]+	0	1.0	C3H7NO3
137	106.049135636652	C00740	D-Serine	105.04185963665199	105.0426	-7.048219941252245	[M+H]+	0	1.0	C3H7NO3
137	106.049135636652	C00022	Pyruvate	88.015312636652	88.016	-7.809527222401579	[M+NH4]+	0	1.0	C3H4O3
137	106.049135636652	C00222	3-Oxopropanoate	88.015312636652	88.016	-7.809527222401579	[M+NH4]+	0	1.0	C3H4O3
137	106.049135636652	C12069	3-Hydroxypropenoate	88.015312636652	88.016	-7.809527222401579	[M+NH4]+	0	1.0	C3H4O3
137	106.049135636652	C20363	Ethylene_carbonate	88.015312636652	88.016	-7.809527222401579	[M+NH4]+	0	1.0	C3H4O3
138	106.049188633814	C00065	L-Serine	105.041912633814	105.0426	-6.543689760153017	[M+H]+	0	1.0	C3H7NO3
138	106.049188633814	C00716	Serine	105.041912633814	105.0426	-6.543689760153017	[M+H]+	0	1.0	C3H7NO3
138	106.049188633814	C00740	D-Serine	105.041912633814	105.0426	-6.543689760153017	[M+H]+	0	1.0	C3H7NO3
138	106.049188633814	C00022	Pyruvate	88.015365633814	88.016	-7.207396223479409	[M+NH4]+	0	1.0	C3H4O3
138	106.049188633814	C00222	3-Oxopropanoate	88.015365633814	88.016	-7.207396223479409	[M+NH4]+	0	1.0	C3H4O3
138	106.049188633814	C12069	3-Hydroxypropenoate	88.015365633814	88.016	-7.207396223479409	[M+NH4]+	0	1.0	C3H4O3
138	106.049188633814	C20363	Ethylene_carbonate	88.015365633814	88.016	-7.207396223479409	[M+NH4]+	0	1.0	C3H4O3
140	107.000034321858	C00481	Pyrazole	68.03687632185799	68.0374	-7.696915843588857	[M+K]+	0	1.0	C3H4N2
140	107.000034321858	C01589	Imidazole	68.03687632185799	68.0374	-7.696915843588857	[M+K]+	0	1.0	C3H4N2
141	107.048513314567	C09779	Gardenoside	404.132	404.1319	0.2474439657739005	[M+3H-C3H2O3]3+	1	3.0	C17H24O11
141	107.048513314567	C09798	Scandoside_methyl_ester	404.132	404.1319	0.2474439657739005	[M+3H-C3H2O3]3+	1	3.0	C17H24O11
142	107.048656591244	C00193	Aromatic_aldehyde	106.04138059124399	106.0419	-4.89814644971135	[M+H]+	0	1.0	C7H6O
142	107.048656591244	C00261	Benzaldehyde	106.04138059124399	106.0419	-4.89814644971135	[M+H]+	0	1.0	C7H6O
148	109.075214393144	C02304	Phenylhydrazine	108.06793839314399	108.0687	-7.0474323834448205	[M+H]+	0	1.0	C6H8N2
148	109.075214393144	C02454	Phenylenediamine	108.06793839314399	108.0687	-7.0474323834448205	[M+H]+	0	1.0	C6H8N2
148	109.075214393144	C14402	1,2-Diaminobenzene	108.06793839314399	108.0687	-7.0474323834448205	[M+H]+	0	1.0	C6H8N2
148	109.075214393144	C17926	2-Pyridinemethanamine	108.06793839314399	108.0687	-7.0474323834448205	[M+H]+	0	1.0	C6H8N2
148	109.075214393144	C19499	para-Phenylenediamine	108.06793839314399	108.0687	-7.0474323834448205	[M+H]+	0	1.0	C6H8N2
149	109.07510061234	C02304	Phenylhydrazine	108.06782461233999	108.0687	-8.1002886128612	[M+H]+	0	1.0	C6H8N2
149	109.07510061234	C02454	Phenylenediamine	108.06782461233999	108.0687	-8.1002886128612	[M+H]+	0	1.0	C6H8N2
149	109.07510061234	C14402	1,2-Diaminobenzene	108.06782461233999	108.0687	-8.1002886128612	[M+H]+	0	1.0	C6H8N2
149	109.07510061234	C17926	2-Pyridinemethanamine	108.06782461233999	108.0687	-8.1002886128612	[M+H]+	0	1.0	C6H8N2
149	109.07510061234	C19499	para-Phenylenediamine	108.06782461233999	108.0687	-8.1002886128612	[M+H]+	0	1.0	C6H8N2
152	110.07091600475	C10133	Brunfelsamidine	109.06364000475	109.064	-3.30077064837134	[M+H]+	0	1.0	C5H7N3
153	110.070834915737	C10133	Brunfelsamidine	109.06355891573699	109.064	-4.044269997453487	[M+H]+	0	1.0	C5H7N3
157	111.019616586274	C18401	Fosetyl	110.012340586274	110.0133	-8.720888529005599	[M+H]+	0	1.0	C2H7O3P
157	111.019616586274	C19406	Dimethyl_hydrogen_phosphite	110.012340586274	110.0133	-8.720888529005599	[M+H]+	0	1.0	C2H7O3P
158	111.043348517146	C00090	Catechol	110.036072517146	110.0368	-6.611268721040321	[M+H]+	0	1.0	C6H6O2
158	111.043348517146	C00530	Hydroquinone	110.036072517146	110.0368	-6.611268721040321	[M+H]+	0	1.0	C6H6O2
158	111.043348517146	C01751	Resorcinol	110.036072517146	110.0368	-6.611268721040321	[M+H]+	0	1.0	C6H6O2
158	111.043348517146	C01785	Benzenediol	110.036072517146	110.0368	-6.611268721040321	[M+H]+	0	1.0	C6H6O2
158	111.043348517146	C11115	5-Methyl-2-furaldehyde	110.036072517146	110.0368	-6.611268721040321	[M+H]+	0	1.0	C6H6O2
158	111.043348517146	C15571	Catechol	110.036072517146	110.0368	-6.611268721040321	[M+H]+	0	1.0	C6H6O2
162	112.049824357376	C00380	Cytosine	111.04254835737599	111.0433	-6.76891468472365	[M+H]+	0	1.0	C4H5N3O
163	112.086103492909	C00388	Histamine	111.078827492909	111.0796	-6.954536125443845	[M+H]+	0	1.0	C5H9N3
163	112.086103492909	C13728	4-Aminopyridine	94.052280492909	94.0531	-8.713238489692262	[M+NH4]+	0	1.0	C5H6N2
164	112.086297073253	C00388	Histamine	111.07902107325299	111.0796	-5.211818794906132	[M+H]+	0	1.0	C5H9N3
164	112.086297073253	C13728	4-Aminopyridine	94.052474073253	94.0531	-6.65503579367058	[M+NH4]+	0	1.0	C5H6N2
165	112.954977710278	C14857	1,1-Dichloroethylene_epoxide	111.947701710278	111.9483	-5.344339503203569	[M+H]+	0	1.0	C2H2Cl2O
165	112.954977710278	C14858	2,2-Dichloroacetaldehyde	111.947701710278	111.9483	-5.344339503203569	[M+H]+	0	1.0	C2H2Cl2O
165	112.954977710278	C14859	Chloroacetyl_chloride	111.947701710278	111.9483	-5.344339503203569	[M+H]+	0	1.0	C2H2Cl2O
167	113.034120361615	C00106	Uracil	112.02684436161499	112.0273	-4.067208484055591	[M+H]+	0	1.0	C4H4N2O2
167	113.034120361615	C18474	Maleic_hydrazide	112.02684436161499	112.0273	-4.067208484055591	[M+H]+	0	1.0	C4H4N2O2
168	113.034125039195	C00106	Uracil	112.026849039195	112.0273	-4.025454554355772	[M+H]+	0	1.0	C4H4N2O2
168	113.034125039195	C18474	Maleic_hydrazide	112.026849039195	112.0273	-4.025454554355772	[M+H]+	0	1.0	C4H4N2O2
169	113.059093944129	C01066	Cyclohexane-1,3-dione	112.051817944129	112.0524	-5.194497137116336	[M+H]+	0	1.0	C6H8O2
169	113.059093944129	C04091	cis-1,2-Dihydrobenzene-1,2-diol	112.051817944129	112.0524	-5.194497137116336	[M+H]+	0	1.0	C6H8O2
169	113.059093944129	C04221	trans-1,2-Dihydrobenzene-1,2-diol	112.051817944129	112.0524	-5.194497137116336	[M+H]+	0	1.0	C6H8O2
169	113.059093944129	C06105	Cyclohexane-1,2-dione	112.051817944129	112.0524	-5.194497137116336	[M+H]+	0	1.0	C6H8O2
169	113.059093944129	C08063	1,4-Cyclohexanedione	112.051817944129	112.0524	-5.194497137116336	[M+H]+	0	1.0	C6H8O2
169	113.059093944129	C08502	Parasorbic_acid	112.051817944129	112.0524	-5.194497137116336	[M+H]+	0	1.0	C6H8O2
176	116.033933807246	C01596	Maleamate	115.026657807246	115.0269	-2.1055314365707525	[M+H]+	0	1.0	C4H5NO3
176	116.033933807246	C20592	Moniliformin	98.000110807246	98.0004	-2.950934424719731	[M+NH4]+	0	1.0	C4H2O3
177	116.070245149433	C00148	L-Proline	115.062969149433	115.0633	-2.8753787436683322	[M+H]+	0	1.0	C5H9NO2
177	116.070245149433	C00763	D-Proline	115.062969149433	115.0633	-2.8753787436683322	[M+H]+	0	1.0	C5H9NO2
177	116.070245149433	C16435	Proline	115.062969149433	115.0633	-2.8753787436683322	[M+H]+	0	1.0	C5H9NO2
177	116.070245149433	C18170	3-Acetamidopropanal	115.062969149433	115.0633	-2.8753787436683322	[M+H]+	0	1.0	C5H9NO2
177	116.070245149433	C20441	Furfuryl_alcohol	98.03642214943301	98.0368	-3.85417075007911	[M+NH4]+	0	1.0	C5H6O2
177	116.070245149433	C20578	Tulipalin_A	98.03642214943301	98.0368	-3.85417075007911	[M+NH4]+	0	1.0	C5H6O2
